,Driver_ID,Gender,City,Education_Level,Joining Designation,Current_date,Total_Months_Worked,Max_Grade,Income_Total,Age_Max,Total_Business_Value,Quarterly_Rating_Mean,Churn_User
767,902,0.0,C28,1.0,2.0,12/01/20,4,2.0,223428.0,28.0,0.0,1.0,0.0
768,904,1.0,C26,1.0,3.0,12/01/20,24,3.0,2428296.0,41.0,17866060.0,2.0,0.0
769,905,0.0,C1,0.0,2.0,11/01/20,4,2.0,175324.0,31.0,0.0,1.0,1.0
770,906,1.0,C18,1.0,3.0,12/01/20,16,3.0,1743952.0,36.0,10697010.0,2.125,0.0
771,907,1.0,C20,1.0,1.0,11/01/19,4,1.0,156416.0,36.0,0.0,1.0,1.0
772,908,0.0,C4,1.0,1.0,12/01/19,22,2.0,745426.0,47.0,10493340.0,2.1363636363636362,1.0
773,909,0.0,C19,1.0,2.0,03/01/19,3,2.0,176421.0,49.0,740200.0,1.0,1.0
774,910,0.0,C2,2.0,1.0,10/01/19,10,1.0,443260.0,36.0,3821920.0,2.5,1.0
775,912,0.0,C8,0.0,3.0,12/01/19,5,3.0,329975.0,38.0,0.0,1.0,1.0
776,913,0.0,C26,1.0,3.0,12/01/20,1,3.0,72974.0,30.0,0.0,1.0,0.0
777,914,1.0,C5,2.0,1.0,12/01/19,4,1.0,180936.0,26.0,0.0,1.0,1.0
778,915,0.0,C2,0.0,1.0,08/01/19,8,1.0,148096.0,46.0,2115160.0,2.0,1.0
779,916,0.0,C15,0.0,1.0,10/01/19,2,1.0,60272.0,25.0,0.0,1.0,1.0
780,917,0.0,C22,2.0,1.0,12/01/19,7,1.0,422737.0,25.0,1066070.0,1.8571428571428572,1.0
781,918,1.0,C4,2.0,1.0,09/01/20,1,1.0,20379.0,25.0,0.0,1.0,1.0
782,919,1.0,C13,2.0,2.0,11/01/20,4,2.0,159416.0,28.0,0.0,1.0,1.0
783,920,0.0,C1,0.0,2.0,12/01/19,3,2.0,138351.0,30.0,0.0,1.0,0.0
784,921,1.0,C11,2.0,2.0,12/01/19,3,2.0,166890.0,34.0,0.0,1.0,1.0
785,922,1.0,C25,1.0,1.0,03/01/19,3,1.0,142452.0,34.0,303580.0,1.0,1.0
786,923,1.0,C29,2.0,2.0,02/01/20,2,2.0,140678.0,31.0,0.0,1.0,1.0
787,924,0.0,C24,2.0,2.0,11/01/19,11,2.0,660616.0,25.0,3958550.0,2.0,1.0
788,926,0.0,C4,0.0,1.0,12/01/20,24,2.0,519504.0,49.0,13197400.0,2.375,0.0
789,927,0.0,C29,2.0,1.0,10/01/20,6,1.0,368226.0,29.0,1130280.0,1.5,1.0
790,928,1.0,C2,0.0,3.0,02/01/20,2,3.0,134472.0,33.0,0.0,1.0,1.0
791,929,0.0,C4,1.0,2.0,01/01/19,1,2.0,20245.0,31.0,0.0,1.0,1.0
792,930,1.0,C7,2.0,1.0,01/01/19,1,1.0,37285.0,37.0,-101180.0,1.0,1.0
793,931,1.0,C12,0.0,3.0,12/01/19,9,3.0,534537.0,29.0,5512220.0,2.2222222222222223,1.0
794,933,1.0,C19,1.0,3.0,12/01/20,14,3.0,1060710.0,36.0,12072740.0,2.7142857142857144,0.0
795,935,1.0,C20,0.0,1.0,08/01/19,8,1.0,190584.0,39.0,12941580.0,3.25,1.0
796,936,0.0,C3,2.0,1.0,12/01/20,4,1.0,170428.0,27.0,452140.0,1.0,0.0
797,937,0.0,C13,0.0,1.0,05/01/19,5,2.0,184230.0,32.0,522630.0,1.0,1.0
798,938,1.0,C4,2.0,3.0,08/01/20,6,3.0,421980.0,34.0,1098190.0,1.5,1.0
799,939,1.0,C22,0.0,1.0,12/01/19,14,4.0,1220142.0,45.0,6333350.0,1.2142857142857142,1.0
800,940,1.0,C22,2.0,1.0,10/01/20,6,1.0,419832.0,23.0,423240.0,1.1666666666666667,1.0
801,941,1.0,C14,1.0,3.0,10/01/20,6,3.0,605358.0,36.0,523320.0,1.0,1.0
802,942,0.0,C28,2.0,2.0,04/01/20,3,2.0,122064.0,29.0,0.0,1.0,1.0
803,943,0.0,C22,0.0,1.0,12/01/20,24,1.0,598152.0,53.0,23230860.0,3.375,0.0
804,944,1.0,C20,0.0,1.0,07/01/19,7,3.0,651651.0,36.0,2084090.0,1.4285714285714286,1.0
805,945,1.0,C3,2.0,2.0,12/01/20,24,3.0,1992600.0,40.0,25943780.0,3.0,0.0
806,946,0.0,C22,1.0,1.0,12/01/20,24,2.0,1411272.0,44.0,18653790.0,2.875,0.0
807,947,1.0,C6,1.0,3.0,09/01/20,6,3.0,446412.0,30.0,983740.0,1.0,1.0
808,948,1.0,C12,2.0,1.0,03/01/19,3,1.0,73902.0,35.0,0.0,1.0,1.0
809,949,1.0,C24,2.0,1.0,06/01/20,2,1.0,62784.0,25.0,0.0,1.0,1.0
810,951,0.0,C13,0.0,3.0,12/01/19,8,3.0,563824.0,41.0,0.0,1.0,1.0
811,952,0.0,C18,0.0,1.0,12/01/20,1,1.0,27483.0,37.0,200020.0,2.0,0.0
812,953,0.0,C13,0.0,1.0,09/01/19,4,1.0,69012.0,26.0,0.0,1.0,1.0
813,954,0.0,C13,0.0,1.0,12/01/20,24,2.0,1055904.0,33.333333333333336,25951520.0,3.25,0.0
814,955,0.0,C10,2.0,3.0,06/01/20,3,3.0,299679.0,33.0,0.0,1.0,1.0
815,956,0.0,C22,1.0,2.0,12/01/20,15,2.0,442380.0,30.0,6383030.0,2.0,0.0
816,958,0.0,C22,0.0,2.0,12/01/20,7,2.0,355593.0,35.0,320760.0,1.0,1.0
817,959,1.0,C17,1.0,3.0,12/01/20,5,3.0,428425.0,34.0,1147200.0,1.6,0.0
818,960,1.0,C3,2.0,3.0,12/01/20,7,3.0,755552.0,39.0,4933750.0,2.7142857142857144,0.0
819,961,1.0,C26,2.0,1.0,02/01/19,2,1.0,71992.0,42.0,0.0,1.0,1.0
820,962,0.0,C9,1.0,1.0,01/01/19,1,1.0,45278.0,37.0,0.0,1.0,1.0
821,963,0.0,C16,1.0,1.0,12/01/20,2,1.0,96966.0,40.0,0.0,1.0,0.0
822,964,0.0,C8,0.0,2.0,12/01/19,6,2.0,280074.0,31.0,0.0,1.0,1.0
823,965,0.0,C20,2.0,1.0,04/01/19,4,2.0,298064.0,42.0,3676150.0,2.5,1.0
824,967,0.0,C11,2.0,2.0,01/01/19,1,2.0,59526.0,45.0,0.0,1.0,1.0
825,968,0.0,C4,1.0,1.0,05/01/19,5,1.0,103925.0,26.0,636910.0,1.0,1.0
826,970,0.0,C4,0.0,3.0,12/01/20,3,3.0,250050.0,38.0,0.0,1.0,1.0
827,971,0.0,C29,2.0,3.0,02/01/19,2,3.0,123964.0,26.0,201820.0,1.0,1.0
828,972,0.0,C1,0.0,1.0,07/01/19,7,2.0,330358.0,52.0,1978160.0,1.4285714285714286,1.0
829,973,0.0,C22,0.0,1.0,12/01/20,24,3.0,2171616.0,47.0,22388420.0,2.625,0.0
830,974,1.0,C8,1.0,1.0,05/01/19,5,1.0,152305.0,23.0,2537350.0,2.2,1.0
831,975,1.0,C7,1.0,1.0,12/01/19,5,1.0,168605.0,38.0,347470.0,1.0,1.0
832,977,1.0,C16,1.0,1.0,12/01/19,13,1.0,367861.0,31.0,13942630.0,3.3076923076923075,1.0
833,978,0.0,C12,2.0,2.0,04/01/19,4,2.0,240740.0,32.0,1109860.0,1.75,1.0
834,979,1.0,C23,2.0,1.0,12/01/19,8,1.0,332960.0,28.0,2300090.0,2.0,1.0
835,980,0.0,C27,2.0,2.0,12/01/20,3,2.0,147831.0,36.0,0.0,1.0,1.0
836,981,1.0,C14,0.0,3.0,12/01/20,6,3.0,432708.0,40.0,1118270.0,1.0,0.0
837,982,0.0,C12,1.0,3.0,12/01/20,5,3.0,303360.0,31.0,309120.0,1.0,0.0
838,984,0.0,C22,2.0,1.0,12/01/19,16,2.0,848928.0,29.0,15626920.0,2.3125,1.0
839,985,0.0,C25,1.0,1.0,09/01/19,9,1.0,441279.0,28.0,1267940.0,1.6666666666666667,1.0
840,988,0.0,C10,1.0,3.0,12/01/20,5,3.0,303985.0,35.0,0.0,1.0,0.0
841,990,1.0,C17,1.0,1.0,12/01/20,24,4.0,2875344.0,43.0,30755460.0,2.375,0.0
842,991,0.0,C23,1.0,2.0,12/01/20,12,2.0,741876.0,31.0,16187110.0,3.5,0.0
843,992,0.0,C7,1.0,1.0,12/01/20,18,1.0,937494.0,46.0,4961340.0,1.8333333333333333,0.0
844,994,0.0,C20,2.0,2.0,04/01/19,4,2.0,158008.0,32.0,1539590.0,1.75,1.0
845,995,0.0,C17,1.0,1.0,06/01/19,6,3.0,416508.0,31.0,1272730.0,1.0,1.0
846,996,0.0,C6,2.0,1.0,02/01/19,2,1.0,92268.0,37.0,213560.0,1.0,1.0
847,997,0.0,C14,0.0,2.0,07/01/19,7,2.0,284578.0,28.0,1933470.0,1.8571428571428572,1.0
848,998,0.0,C19,0.0,1.0,05/01/19,5,1.0,188085.0,32.0,1033030.0,1.6,1.0
849,999,1.0,C20,1.0,2.0,12/01/20,8,2.0,294488.0,23.0,1908000.0,1.75,0.0
850,1000,1.0,C3,2.0,1.0,12/01/19,5,1.0,280080.0,28.0,0.0,1.0,1.0
851,1001,1.0,C25,2.0,2.0,09/01/19,9,3.0,1143630.0,38.0,1646640.0,1.3333333333333333,1.0
852,1002,0.0,C3,0.0,1.0,03/01/19,3,1.0,174831.0,29.0,194320.0,1.0,1.0
853,1003,0.0,C18,0.0,1.0,05/01/19,5,1.0,58530.0,28.0,570460.0,1.0,1.0
854,1004,0.0,C14,0.0,2.0,05/01/19,4,2.0,234352.0,31.0,200000.0,1.0,1.0
855,1005,1.0,C8,0.0,1.0,02/01/19,2,1.0,117080.0,30.0,0.0,1.0,1.0
856,1007,0.0,C20,2.0,2.0,11/01/20,7,2.0,614670.0,31.0,675360.0,1.0,1.0
857,1008,0.0,C27,1.0,1.0,12/01/19,4,1.0,135324.0,23.0,0.0,1.0,1.0
858,1009,1.0,C19,0.0,3.0,12/01/19,9,3.0,589176.0,41.0,1643990.0,1.0,1.0
859,1010,1.0,C27,1.0,1.0,12/01/19,22,4.0,2644136.0,34.0,41669570.0,2.772727272727273,1.0
860,1011,0.0,C12,2.0,2.0,10/01/20,4,2.0,307104.0,31.0,555150.0,1.0,1.0
861,1012,0.0,C8,0.0,3.0,10/01/20,4,3.0,201124.0,39.0,0.0,1.0,1.0
862,1013,1.0,C14,2.0,1.0,12/01/20,16,1.0,494880.0,29.0,8706130.0,2.875,0.0
863,1014,0.0,C2,0.0,3.0,12/01/20,3,3.0,181188.0,26.0,883390.0,2.0,0.0
864,1015,0.0,C9,2.0,3.0,12/01/20,5,3.0,435235.0,32.0,181670.0,1.0,0.0
865,1016,1.0,C12,2.0,1.0,06/01/19,6,2.0,496224.0,47.0,1438860.0,1.5,1.0
866,1017,1.0,C14,2.0,2.0,09/01/19,9,2.0,520821.0,41.0,2398470.0,1.6666666666666667,1.0
867,1019,1.0,C19,2.0,2.0,12/01/20,3,2.0,97956.0,32.0,0.0,1.0,0.0
868,1020,0.0,C24,1.0,3.0,10/01/19,4,3.0,88980.0,38.0,400000.0,1.25,1.0
869,1021,0.0,C29,0.0,1.0,11/01/20,6,1.0,150636.0,38.0,0.0,1.0,1.0
870,1023,0.0,C26,2.0,3.0,12/01/19,7,3.0,559482.0,27.0,1373830.0,1.5714285714285714,1.0
871,1024,1.0,C19,2.0,1.0,06/01/20,2,1.0,49164.0,27.0,0.0,1.0,1.0
872,1026,0.0,C4,2.0,1.0,12/01/20,2,1.0,97736.0,27.0,0.0,1.0,0.0
873,1027,1.0,C19,1.0,1.0,08/01/19,1,1.0,27607.0,25.0,0.0,1.0,1.0
874,1028,0.0,C15,2.0,2.0,08/01/20,3,2.0,191532.0,26.0,0.0,1.0,0.0
875,1029,0.0,C17,0.0,1.0,12/01/20,1,1.0,20363.0,24.0,0.0,1.0,0.0
876,1030,0.0,C2,2.0,1.0,01/01/19,1,1.0,20101.0,28.0,0.0,1.0,1.0
877,1031,0.0,C7,1.0,2.0,12/01/20,24,3.0,1511775.0,45.0,24743820.0,3.0,0.0
878,1032,0.0,C7,0.0,1.0,12/01/20,5,1.0,85000.0,30.0,1121670.0,1.6,0.0
879,1033,0.0,C12,0.0,1.0,12/01/19,12,1.0,500460.0,28.0,3250190.0,1.5,1.0
880,1035,1.0,C7,2.0,2.0,12/01/19,19,2.0,981920.0,38.0,9611290.0,1.9473684210526316,1.0
881,1036,1.0,C17,2.0,3.0,07/01/20,4,3.0,129052.0,39.0,0.0,1.0,1.0
882,1037,1.0,C10,2.0,1.0,12/01/20,24,4.0,3249936.0,37.0,37135780.0,2.375,0.0
883,1038,0.0,C4,1.0,3.0,12/01/19,4,3.0,86172.0,31.0,204150.0,1.0,1.0
884,1039,0.0,C26,1.0,2.0,12/01/20,24,4.0,3313656.0,45.0,26646720.0,2.0,0.0
885,1040,0.0,C11,2.0,2.0,10/01/19,2,2.0,125496.0,32.0,0.0,1.0,1.0
886,1041,1.0,C18,1.0,3.0,11/01/20,6,3.0,296658.0,38.0,244200.0,1.0,1.0
887,1043,0.0,C12,1.0,2.0,12/01/20,24,3.0,2234904.0,34.0,18248240.0,2.375,0.0
888,1046,0.0,C2,2.0,2.0,11/01/19,11,3.0,838178.0,34.0,10479300.0,2.4545454545454546,1.0
889,1048,1.0,C1,2.0,2.0,11/01/20,4,2.0,210672.0,37.0,0.0,1.0,1.0
890,1049,0.0,C26,2.0,1.0,12/01/19,18,1.0,671004.0,28.0,9828090.0,2.3333333333333335,1.0
891,1050,1.0,C28,1.0,1.0,12/01/20,24,2.0,769507.0,39.0,14899610.0,2.7083333333333335,0.0
892,1051,1.0,C5,2.0,1.0,12/01/20,24,2.0,1859592.0,34.0,14676410.0,2.5,0.0
893,1054,1.0,C2,1.0,3.0,12/01/20,5,3.0,464700.0,37.0,989800.0,1.0,0.0
894,1055,0.0,C6,2.0,2.0,02/01/19,2,2.0,141544.0,33.0,250000.0,1.0,1.0
895,1056,0.0,C5,2.0,2.0,12/01/20,4,2.0,370852.0,32.0,4931940.0,3.25,0.0
896,1057,0.0,C29,1.0,3.0,12/01/20,14,3.0,735742.0,33.0,12132870.0,2.7142857142857144,0.0
897,1058,1.0,C7,0.0,2.0,06/01/20,6,2.0,286176.0,37.0,754590.0,1.0,1.0
898,1059,0.0,C2,2.0,1.0,05/01/19,5,1.0,226650.0,28.0,219800.0,1.0,1.0
899,1060,0.0,C29,1.0,2.0,12/01/19,6,2.0,481740.0,32.0,0.0,1.0,1.0
900,1061,0.0,C10,1.0,1.0,05/01/20,5,1.0,124660.0,27.0,0.0,1.0,1.0
901,1062,1.0,C5,0.0,2.0,05/01/20,2,2.0,138142.0,29.0,0.0,1.0,1.0
902,1063,0.0,C20,2.0,3.0,12/01/20,13,3.0,1072539.0,37.0,5029620.0,1.6923076923076923,1.0
903,1064,0.0,C27,0.0,3.0,12/01/19,11,3.0,1154626.0,34.0,0.0,1.0,1.0
904,1065,0.0,C4,2.0,2.0,09/01/19,9,3.0,688203.0,46.0,3328230.0,1.3333333333333333,1.0
905,1066,0.0,C29,0.0,1.0,12/01/20,4,1.0,105012.0,29.0,317440.0,1.0,0.0
906,1067,0.0,C6,2.0,1.0,04/01/19,4,3.0,274384.0,41.0,1995410.0,1.0,1.0
907,1069,1.0,C6,0.0,2.0,07/01/19,7,2.0,390838.0,36.0,1044180.0,1.4285714285714286,1.0
908,1070,0.0,C8,2.0,3.0,12/01/20,7,3.0,711466.0,33.0,872600.0,1.4285714285714286,0.0
909,1072,0.0,C16,2.0,1.0,12/01/19,22,1.0,1224256.0,28.0,8494310.0,2.3636363636363638,1.0
910,1073,0.0,C20,1.0,1.0,12/01/20,5,1.0,335745.0,26.0,2174480.0,2.8,0.0
911,1075,0.0,C14,1.0,2.0,02/01/19,2,2.0,104960.0,40.0,0.0,1.0,1.0
912,1076,0.0,C13,1.0,1.0,12/01/19,8,1.0,414696.0,29.0,1305290.0,1.375,1.0
913,1077,1.0,C3,0.0,1.0,12/01/20,24,1.0,1026432.0,26.0,14298980.0,3.0,0.0
914,1078,0.0,C25,0.0,3.0,12/01/20,8,3.0,252320.0,38.0,1678910.0,1.375,0.0
915,1079,0.0,C20,0.0,3.0,11/01/20,5,3.0,424365.0,40.0,150660.0,1.0,1.0
916,1080,0.0,C9,1.0,1.0,08/01/19,7,1.0,333158.0,36.0,0.0,1.0,1.0
917,1081,1.0,C5,2.0,1.0,02/01/19,2,1.0,111102.0,24.0,-96960.0,1.0,1.0
918,1082,1.0,C27,1.0,2.0,09/01/20,6,2.0,210474.0,35.0,434400.0,1.0,1.0
919,1083,1.0,C28,1.0,1.0,12/01/19,5,1.0,302085.0,26.0,0.0,1.0,1.0
920,1084,0.0,C1,2.0,1.0,06/01/19,6,1.0,297126.0,30.0,705030.0,1.0,1.0
921,1085,1.0,C3,2.0,2.0,05/01/19,5,2.0,313185.0,35.0,2155780.0,1.6,1.0
922,1086,0.0,C25,1.0,2.0,12/01/20,4,2.0,378076.0,35.0,0.0,1.0,1.0
923,1087,0.0,C3,0.0,3.0,12/01/20,5,3.0,449270.0,35.0,2553260.0,2.2,0.0
924,1089,0.0,C11,2.0,1.0,06/01/20,3,1.0,182715.0,37.0,0.0,1.0,1.0
925,1090,0.0,C13,0.0,2.0,12/01/20,24,4.0,2322000.0,39.0,50382490.0,2.75,0.0
926,1091,1.0,C22,2.0,1.0,10/01/19,10,1.0,457200.0,31.0,6600380.0,2.8,1.0
927,1092,1.0,C16,0.0,1.0,12/01/19,21,1.0,758478.0,31.0,10885280.0,2.5714285714285716,1.0
928,1093,0.0,C1,1.0,1.0,12/01/20,24,3.0,1867944.0,37.0,18472930.0,2.25,0.0
929,1094,1.0,C8,0.0,2.0,07/01/19,7,2.0,394429.0,41.0,1175250.0,1.4285714285714286,1.0
930,1095,1.0,C20,2.0,1.0,08/01/19,8,1.0,243536.0,24.0,950370.0,1.375,1.0
931,1096,0.0,C14,0.0,2.0,07/01/20,3,2.0,220089.0,26.0,0.0,1.0,1.0
932,1097,0.0,C5,1.0,2.0,12/01/20,6,2.0,418764.0,35.0,2280790.0,2.5,0.0
933,1098,0.0,C10,1.0,3.0,12/01/20,7,3.0,291137.0,40.0,1016780.0,1.4285714285714286,1.0
934,1099,1.0,C3,0.0,2.0,12/01/20,5,2.0,307065.0,32.0,1769360.0,2.0,0.0
935,1101,0.0,C25,2.0,1.0,08/01/19,8,1.0,212736.0,33.0,1897250.0,2.125,1.0
936,1102,0.0,C7,2.0,3.0,10/01/20,4,3.0,292980.0,31.0,0.0,1.0,1.0
937,1103,0.0,C1,2.0,1.0,12/01/20,5,1.0,201590.0,26.0,0.0,1.0,1.0
938,1104,1.0,C7,2.0,3.0,12/01/20,7,3.0,515158.0,32.0,9271700.0,3.5714285714285716,1.0
939,1105,0.0,C6,0.0,1.0,03/01/19,3,1.0,177504.0,42.0,1259100.0,2.0,1.0
940,1106,0.0,C21,1.0,1.0,12/01/20,24,2.0,1180632.0,37.0,17132800.0,2.75,0.0
941,1107,0.0,C20,2.0,3.0,12/01/20,2,3.0,131266.0,39.0,0.0,1.0,0.0
942,1108,0.0,C15,1.0,1.0,04/01/19,4,1.0,188752.0,32.0,772720.0,1.75,1.0
943,1109,1.0,C27,0.0,1.0,12/01/20,24,3.0,2131152.0,37.0,20284600.0,2.875,0.0
944,1110,0.0,C18,1.0,1.0,12/01/19,3,1.0,123501.0,26.0,0.0,1.0,1.0
945,1111,0.0,C28,2.0,3.0,12/01/20,24,4.0,3674616.0,40.0,41660820.0,2.25,0.0
946,1112,1.0,C13,2.0,1.0,05/01/19,5,1.0,137160.0,38.0,1615970.0,1.6,1.0
947,1113,0.0,C9,2.0,1.0,12/01/19,9,1.0,456921.0,36.0,903470.0,1.0,1.0
948,1114,1.0,C9,1.0,3.0,12/01/20,5,3.0,428905.0,34.0,1765870.0,1.6,0.0
949,1115,0.0,C16,2.0,2.0,12/01/20,3,2.0,193332.0,31.0,0.0,1.0,0.0
950,1116,0.0,C17,1.0,2.0,12/01/20,5,2.0,447925.0,35.0,1460340.0,1.6,0.0
951,1117,0.0,C26,2.0,2.0,02/01/19,2,2.0,105980.0,34.0,276220.0,1.0,1.0
952,1118,0.0,C7,0.0,2.0,12/01/20,5,2.0,247050.0,29.0,14970770.0,4.0,0.0
953,1119,1.0,C21,1.0,1.0,12/01/20,14,1.0,582134.0,29.0,19409190.0,3.7142857142857144,0.0
954,1122,0.0,C18,1.0,3.0,11/01/19,2,3.0,161182.0,30.0,0.0,1.0,1.0
955,1123,1.0,C20,1.0,1.0,12/01/19,13,2.0,716456.0,43.0,8684000.0,2.8461538461538463,1.0
956,1125,1.0,C18,0.0,3.0,12/01/20,3,3.0,215931.0,34.0,977970.0,2.0,0.0
957,1126,0.0,C25,1.0,2.0,05/01/20,2,2.0,87494.0,38.0,0.0,1.0,1.0
958,1129,0.0,C6,0.0,1.0,12/01/19,12,2.0,877044.0,33.0,9474670.0,3.0,1.0
959,1130,0.0,C4,1.0,1.0,12/01/19,4,1.0,185856.0,27.0,0.0,1.0,1.0
960,1131,1.0,C19,0.0,1.0,03/01/19,3,2.0,204927.0,24.0,605860.0,1.0,1.0
961,1133,1.0,C27,2.0,1.0,07/01/20,6,1.0,264372.0,32.0,479380.0,1.0,1.0
962,1134,0.0,C19,1.0,3.0,12/01/19,8,3.0,896528.0,34.0,2785800.0,1.625,1.0
963,1136,1.0,C17,0.0,2.0,01/01/19,1,2.0,50118.0,35.0,0.0,1.0,1.0
964,1137,0.0,C21,1.0,3.0,12/01/20,5,3.0,510875.0,33.0,1023820.0,1.6,1.0
965,1138,0.0,C24,2.0,3.0,07/01/20,2,3.0,162880.0,31.0,0.0,1.0,1.0
966,1139,1.0,C25,0.0,1.0,12/01/20,24,1.0,1198536.0,35.0,11622640.0,2.625,0.0
967,1140,0.0,C29,1.0,1.0,02/01/19,2,1.0,93712.0,25.0,0.0,1.0,1.0
968,1141,1.0,C8,2.0,3.0,04/01/19,4,3.0,244532.0,37.0,249160.0,1.0,1.0
969,1143,0.0,C29,2.0,1.0,11/01/19,10,2.0,308600.0,32.0,3134280.0,2.1,1.0
970,1144,0.0,C4,2.0,2.0,12/01/20,8,2.0,555296.0,34.0,5222230.0,2.875,0.0
971,1145,0.0,C20,2.0,2.0,12/01/20,1,2.0,60118.0,31.0,0.0,1.0,0.0
972,1146,0.0,C26,1.0,2.0,07/01/20,6,2.0,165288.0,34.0,150010.0,1.0,1.0
973,1147,1.0,C29,0.0,2.0,12/01/20,24,4.0,1674936.0,37.0,25672950.0,2.25,0.0
974,1149,1.0,C28,1.0,3.0,12/01/20,9,3.0,738702.0,35.0,4048630.0,2.0,0.0
975,1150,1.0,C1,2.0,2.0,11/01/20,9,2.0,347148.0,35.0,1119590.0,1.3333333333333333,1.0
976,1151,0.0,C8,0.0,4.0,12/01/19,5,4.0,519970.0,33.0,140880.0,1.0,1.0
977,1152,1.0,C23,0.0,2.0,03/01/19,3,2.0,52821.0,34.0,134760.0,1.0,1.0
978,1153,1.0,C9,2.0,3.0,12/01/20,2,3.0,216568.0,34.0,0.0,1.0,0.0
979,1154,0.0,C12,0.0,1.0,05/01/19,5,1.0,150530.0,33.0,104650.0,1.0,1.0
980,1155,1.0,C16,2.0,1.0,03/01/19,3,1.0,155388.0,25.0,415800.0,1.0,1.0
981,1156,0.0,C27,1.0,1.0,05/01/19,4,1.0,184956.0,31.0,443750.0,1.0,1.0
982,1157,0.0,C3,2.0,1.0,12/01/20,1,1.0,57356.0,31.0,0.0,1.0,0.0
983,1158,1.0,C24,1.0,3.0,12/01/19,12,3.0,754860.0,33.0,2356380.0,1.25,1.0
984,1159,0.0,C10,2.0,3.0,12/01/20,5,3.0,252735.0,34.0,700160.0,1.6,0.0
985,1160,0.0,C7,0.0,1.0,05/01/20,4,1.0,51116.0,28.0,0.0,1.0,1.0
986,1161,0.0,C12,1.0,1.0,12/01/20,24,3.0,1506672.0,30.0,23381570.0,2.625,0.0
987,1162,0.0,C21,2.0,3.0,12/01/20,1,3.0,114416.0,36.0,0.0,1.0,0.0
988,1163,1.0,C8,0.0,1.0,02/01/19,2,1.0,45924.0,24.0,457120.0,1.0,1.0
989,1164,1.0,C7,2.0,1.0,12/01/19,23,1.0,744648.0,34.0,9214510.0,2.391304347826087,1.0
990,1165,1.0,C16,1.0,1.0,12/01/20,24,3.0,2182116.0,39.0,29252710.0,3.375,0.0
991,1166,0.0,C10,1.0,1.0,11/01/20,4,1.0,73512.0,35.0,0.0,1.0,1.0
992,1167,0.0,C23,0.0,1.0,11/01/19,11,2.0,251845.0,29.0,2096510.0,1.2727272727272727,1.0
993,1169,0.0,C21,1.0,3.0,12/01/20,5,3.0,475940.0,33.0,1009070.0,1.6,0.0
994,1172,0.0,C9,1.0,2.0,12/01/19,6,2.0,456456.0,28.0,2675260.0,1.5,1.0
995,1173,0.0,C22,2.0,1.0,12/01/19,18,1.0,473418.0,41.0,6584010.0,2.3333333333333335,0.0
996,1175,1.0,C27,2.0,1.0,11/01/19,11,1.0,578468.0,42.0,3704100.0,2.5454545454545454,1.0
997,1177,0.0,C27,0.0,1.0,12/01/20,14,1.0,323316.0,26.0,9893760.0,2.9285714285714284,0.0
998,1178,0.0,C16,1.0,3.0,12/01/20,10,3.0,719740.0,42.0,1497710.0,1.3,0.0
999,1179,1.0,C18,1.0,1.0,12/01/20,24,3.0,1876800.0,52.0,17287180.0,2.75,0.0
1000,1180,1.0,C16,1.0,2.0,09/01/20,4,2.0,265664.0,33.0,0.0,1.0,1.0
1001,1181,1.0,C22,1.0,1.0,12/01/20,24,4.0,2941296.0,34.0,53807450.0,2.75,0.0
1002,1182,0.0,C24,0.0,3.0,09/01/20,4,3.0,301996.0,38.0,0.0,1.0,1.0
1003,1183,0.0,C12,0.0,3.0,07/01/20,6,3.0,599256.0,35.0,0.0,1.0,1.0
1004,1185,0.0,C24,2.0,1.0,09/01/19,9,1.0,353952.0,27.0,2646940.0,2.0,1.0
1005,1186,1.0,C27,1.0,2.0,01/01/19,1,3.0,64699.0,30.0,0.0,1.0,1.0
1006,1187,1.0,C8,2.0,3.0,12/01/19,5,3.0,549930.0,30.0,900420.0,1.4,1.0
1007,1188,1.0,C8,0.0,2.0,12/01/20,24,4.0,2424120.0,33.0,31372160.0,2.375,0.0
1008,1189,0.0,C19,1.0,1.0,07/01/20,4,1.0,63880.0,26.0,0.0,1.0,1.0
1009,1190,0.0,C1,0.0,2.0,12/01/20,3,2.0,185973.0,28.0,1303920.0,3.0,0.0
1010,1191,0.0,C7,2.0,1.0,12/01/20,24,4.0,2849328.0,37.0,35362450.0,2.125,0.0
1011,1192,1.0,C5,2.0,1.0,09/01/19,3,1.0,63702.0,24.0,0.0,1.0,1.0
1012,1193,0.0,C28,2.0,2.0,12/01/19,6,2.0,300132.0,29.0,521860.0,1.0,1.0
1013,1194,1.0,C15,0.0,2.0,12/01/20,1,2.0,61727.0,24.0,0.0,1.0,0.0
1014,1195,1.0,C27,1.0,2.0,12/01/20,1,2.0,55949.0,33.0,0.0,1.0,0.0
1015,1196,0.0,C23,0.0,2.0,05/01/19,5,2.0,233945.0,26.0,144060.0,1.0,1.0
1016,1197,1.0,C6,0.0,1.0,12/01/19,7,1.0,182581.0,22.0,600000.0,1.4285714285714286,1.0
1017,1198,0.0,C4,2.0,2.0,12/01/20,5,2.0,354495.0,32.0,1613740.0,2.2,0.0
1018,1199,0.0,C28,0.0,1.0,12/01/20,3,1.0,57735.0,25.0,0.0,1.0,0.0
1019,1200,0.0,C20,1.0,3.0,12/01/20,8,3.0,857424.0,38.0,2949270.0,1.75,0.0
